epoch,acc,dice_coef,f1score,loss,precision,recall,val_acc,val_dice_coef,val_f1score,val_loss,val_precision,val_recall
0,0.8199736275971178,0.25975017049852955,0.3069555571561514,-0.25975017049852955,0.2186569551158784,0.77107410049361,0.5480888346572975,0.13177081652275927,0.13977621650540983,-0.13177081652275927,0.07548370192964356,0.992965654893355
